ID,Input,Output
3390,16.65,63.085
3390,16.69,61.34
3390,16.71,62.885
3390,16.76,65.015
3390,16.86,64.285
3390,16.94,63.03
3390,17.04,63.74
3390,17.13,64.845
3390,17.19,62.230000000000004
3390,17.650000000000002,61.525
3390,17.69,61.225
3390,17.88,63.114999999999995
3390,17.94,62.35
3390,17.990000000000002,61.81
3390,18.21,65.33
3390,18.51,64.05
3390,18.87,63.645
3390,18.97,63.79
3390,19.1,64.38499999999999
3390,19.16,63.28
3390,19.2,68.33
3391,10.3,92.58
3391,10.59,88.26
3391,10.72,89.005
3391,11.24,81.13
3391,11.55,86.11
3391,11.68,83.84
3391,11.700000000000001,83.3
3391,11.76,80.61
3391,11.78,80.12
3391,11.81,79.95
3391,12.120000000000001,80.48
3391,12.24,77.7
3391,12.540000000000001,74.98
3391,12.700000000000001,72.59
3391,12.73,73.875
3391,12.75,73.08
3392,12.870000000000001,70.95
3392,13.370000000000001,68.4
3392,13.52,68.2
3392,13.73,67.53
3392,13.870000000000001,66.97999999999999
3392,13.91,66.77
3392,14.35,65.14
3392,14.370000000000001,65.42
3392,14.620000000000001,64.565
3392,14.75,64.535
3392,14.83,64.18
3392,14.870000000000001,65.12
3392,14.91,66.75
3392,15.63,63.730000000000004
3392,16.71,63.5
3392,17.34,62.22
3392,17.47,62.245000000000005
3392,17.57,63.58
3392,17.78,63.114999999999995
3392,17.88,63.415
3392,17.92,63.75
3392,18.36,67.09
3392,19.32,65.57
3392,19.53,63.4
3392,19.66,63.14
3392,19.82,64.66
3393,11.86,67.41499999999999
3393,12.5,66.02
3393,12.52,65.7
3393,12.69,66.11
3393,12.71,64.59
3393,13,63.76
3393,13.05,65.82
3393,13.530000000000001,64.32
3393,13.71,66.89
3393,13.73,65.78
3393,13.780000000000001,65.195
3393,14.030000000000001,64.17
3393,14.09,64.14
3393,14.11,63.94499999999999
3393,14.14,64.19
3393,14.49,66.2
3393,14.55,65.77
3393,14.82,65.1
3393,15.13,65.515
3393,15.55,63.99
3393,15.72,65.75
3393,15.74,65.77
3393,15.97,67.585
3393,16.03,64.52
3393,16.07,65.78
3393,16.12,65.005
3393,16.45,66.34
3393,16.56,62.599999999999994
3393,16.6,61.644999999999996
3393,16.7,65.75999999999999
3393,16.81,64.1
3393,16.85,63.67
3393,16.990000000000002,61.91
3393,17.12,64.56
3394,11.56,95.82
3394,11.86,83.42
3394,13.68,71.31
3394,13.84,72.3
3394,14.39,69.13
3394,14.49,66.39
3394,14.66,68.9
3394,14.780000000000001,70.06
3394,14.84,69.06
3394,15.49,68.59
3394,15.56,67.7
3394,15.64,69.25
3394,15.700000000000001,68.305
3394,15.81,69.16
3394,15.97,71.61
3394,16.04,70.02
3394,16.39,69
3394,16.48,68.07
3394,16.52,68.14
3394,16.56,67.04
3394,16.68,68.67
3394,16.73,67.59
3394,16.79,69.05
3394,17.1,70.65
3394,17.46,69.2
3395,10.71,79.4
3395,10.8,78.18
3395,11.57,76.89500000000001
3395,11.700000000000001,73.98
3395,11.78,73.98
3395,11.97,74.05
3395,11.99,74.9
3395,12.58,75.61
3395,12.61,75.31
3395,12.700000000000001,73.58
3395,12.74,71.41
3395,12.780000000000001,72.73
3395,12.97,72.57
3395,13.47,72.6
3395,13.74,72.48
3395,14.33,71.3
3395,14.35,72.4
3395,14.47,70.655
3395,14.620000000000001,70.55
3395,14.65,72.895
3395,14.83,70.17500000000001
3396,12.620000000000001,93.18
3396,13.19,89
3396,13.23,87.6
3396,13.8,82.77000000000001
3396,14.26,79.88
3396,14.3,78.64
3396,14.5,78.82
3396,14.73,76.99
3396,15.3,75.25
3396,15.49,75.83000000000001
3396,15.67,73.54
3396,16.28,69.06
3396,16.32,69.59
3396,16.56,69.74
3396,16.66,70.77
3396,16.830000000000002,72.67
3397,11.03,89.34
3397,11.05,86.95
3397,11.17,86.54
3397,11.59,84.28
3397,11.700000000000001,83.04
3397,11.74,82.81
3397,11.97,78.95
3397,11.99,79.47
3397,12.05,80.76
3397,12.24,77.16
3397,12.58,74.76
3397,12.89,71.8
3397,13.05,71.64
3397,13.1,74.76
3397,13.16,71.16
3397,13.24,72.04
3397,13.280000000000001,69.88
3397,13.290000000000001,70.16
3397,13.700000000000001,71.07499999999999
3397,13.73,71.78
3397,13.97,71.51
3397,13.99,67.59
3397,14.14,70.95
3397,14.22,69.01
3397,14.24,69.85
3397,14.25,71.75
3397,14.58,70.83
3397,14.93,70.71
3397,15.08,68.7
3397,15.17,69.26
3397,15.58,69.4
3397,15.81,66.52
3397,16.07,66.155
3397,16.17,69.13
3397,16.23,69.77
3397,16.28,67.97999999999999
3397,16.59,66.68
3397,16.71,64.86
3397,16.75,63.69
3398,12.530000000000001,83.41
3398,13.16,79.37
3398,13.370000000000001,79.5
3398,13.530000000000001,75.58
3398,13.74,76.63
3398,14.08,77.25
3398,14.18,75.58
3398,14.46,75.03
3398,14.5,75.02
3398,14.700000000000001,76.39
3398,15.1,77.28
3398,15.42,80.18
3398,16.23,76.29
3398,16.46,79.32
3398,16.59,78.39
3398,16.77,79.85
3398,17.5,75.16
3398,17.67,78.56
3399,10.6,91.11
3399,10.67,92.58
3399,10.75,88.78
3399,10.790000000000001,88.8
3399,11.48,86.63
3399,11.71,82.67
3399,11.790000000000001,84.02
3399,11.84,78.39
3399,11.86,79.83
3399,12.02,81.11
3399,12.5,78.84
3399,12.59,81.5
3399,12.96,76.62
3399,13.040000000000001,75.67
3399,13.44,76.66
3399,13.61,76.85
3399,13.65,74.79
3399,14.44,78.83
3399,14.65,79.15
3399,15.43,77.63
3399,15.91,77.67
3400,10.78,93.78
3400,11.620000000000001,91.15
3400,13.61,78.09
3400,13.69,79.26
3400,14.59,77
3400,14.84,74.85
3400,14.92,72.1
3400,15.030000000000001,69.46
3400,15.200000000000001,67.995
3400,15.24,69.6
3400,15.280000000000001,72.355
3400,15.59,72.29
3400,15.700000000000001,68.73
3400,15.76,69.08
3400,15.93,69.99
3400,16.59,71.05
3401,11.450000000000001,73.68
3401,11.53,72.37
3401,11.61,72.44
3401,12.450000000000001,70.72
3401,12.620000000000001,69.55
3401,13.280000000000001,72.81
3401,13.32,70.11
3401,13.700000000000001,68.82
3401,13.85,67.03
3401,14.27,68.22
3401,14.35,64.71
3401,14.71,67
3401,14.77,67.235
3401,15.44,68.25
3401,16.48,66.75
3401,16.69,67.33
3402,10.33,114.86
3402,10.43,107.55
3402,10.56,107.68
3402,10.950000000000001,96.52
3402,11,92.82
3402,11.43,92.57
3402,11.48,94.91
3402,11.98,85.87
3402,12.040000000000001,83.41
3402,12.16,81.59
3402,12.35,78.9
3402,12.42,77.89
3402,12.43,77.37
3402,12.46,78.16
3402,12.540000000000001,79.99
3402,12.58,78.81
3402,12.9,79.04
3402,13,79.56
3402,13.19,74.11
3402,13.23,78.3
3402,13.36,76.14
3402,13.43,76.87
3402,13.46,79.86
3402,13.58,80.57
3402,13.88,77.81
3402,14,77.15
3402,14.19,78.53
3402,14.21,75.72
3402,14.32,75.13
3402,14.42,76.65
3402,14.5,77.81
3402,14.55,78.9
3402,14.59,80.24
3402,14.99,75.73
3402,15.19,76.46
3402,15.32,77.32
3402,15.38,78.96
3403,12.67,71.07
3403,13.17,68.76
3403,14.67,62.32
3403,15.18,63.03
3403,15.3,63.12
3403,15.32,62.62
3403,15.700000000000001,60.965
3403,15.790000000000001,61.05
3403,16.3,60.55
3403,16.41,60.43
3403,16.45,59.75
3403,16.51,60.269999999999996
3403,16.55,58.85
3403,16.580000000000002,59.22
3403,16.78,59.629999999999995
3403,17.080000000000002,63.6
3403,17.14,59.91
3403,17.45,59.974999999999994
3403,17.580000000000002,59.39
3403,17.62,58.26
3403,18.04,60.43
3403,18.12,60.16
3403,18.16,58.24
3403,18.330000000000002,61.99
3403,18.5,61.510000000000005
3403,18.53,61.91
3403,18.72,61.945
3403,19,61.02
3403,19.04,60.27
3403,19.1,61.19
3403,19.330000000000002,62.42
3403,19.46,61.535
3403,19.5,60.51
3404,13.5,69.01
3404,14.3,69.27
3404,14.52,68.81
3404,14.63,67.45
3404,15.27,67.06
3404,15.59,64.83
3404,15.65,65.54
3404,15.67,65.765
3404,16.11,65.285
3404,16.15,62.53
3404,16.26,64.98
3404,16.38,64.1
3404,16.47,65.32
3404,16.65,64.84
3404,16.67,64.46000000000001
3404,17.05,69.45
3404,17.11,66.59
3404,17.150000000000002,64.5
3404,17.240000000000002,67.27
3404,17.330000000000002,66.55
3404,17.64,66.01
3404,18.07,68.54
3404,18.080000000000002,67.69
3404,18.12,66.98
3405,12.780000000000001,71.67
3405,13.38,68.5
3405,13.51,68.52
3405,13.55,66.80000000000001
3405,13.72,67.76
3405,13.76,66.53
3405,13.8,68
3405,14.16,67.39
3405,14.24,66.84
3405,14.450000000000001,67.87
3405,14.64,64.53
3405,15.17,67.39
3405,15.24,67.04
3405,15.370000000000001,69.9
3405,15.39,68.96
3405,15.64,66.4
3405,15.65,67.395
3405,15.790000000000001,68.03
3405,16.240000000000002,66.44
3405,17.27,66.8
3405,17.650000000000002,66.32
3405,18.23,64.88
3405,18.42,69.23
3405,18.650000000000002,65.63
3406,11.73,93.46
3406,12.32,89.47
3406,12.65,87.89
3406,12.74,87.14
3406,12.84,89.42
3406,12.88,93.17
3406,13.34,85.92
3406,13.61,85.86
3406,13.700000000000001,82.96
3406,13.84,81.82
3406,14.26,83.42
3406,14.32,84.19
3406,14.47,84.26
3406,14.64,82.54
3406,14.81,81.36
3406,15.25,86.16
3406,15.81,79.45
3406,15.870000000000001,83.01
3406,16.19,78.97
3406,16.29,80.13
3406,16.44,82.73
3406,16.75,83.95
3406,17.31,80.42
3406,17.54,83.5
3407,10.91,86.37
3407,11.450000000000001,77.78
3407,11.58,78.13
3407,11.61,76.21
3407,11.66,75.89
3407,11.72,79
3407,12.56,73.47
3407,12.65,77.29
3407,12.71,79.245
3407,12.84,72.12
3407,12.88,72.05
3407,13.35,75.32
3407,13.44,74.19
3407,14.4,73.52
3407,14.530000000000001,71.17
3407,14.82,74.7
3407,14.9,73.81
3407,15.44,73.5
3407,15.450000000000001,74.14
3407,15.59,76.94
3408,13.77,71.36
3408,14.25,71.2
3408,14.33,69.51
3408,14.38,71.26
3408,14.46,70.85
3408,14.88,68.31
3408,14.96,68.32
3408,15.01,71.55
3408,15.07,68.62
3408,15.19,71.95
3408,15.32,68.29
3408,15.4,71.63499999999999
3408,15.88,70.35
3408,15.92,73.01
3408,16.01,72.58
3408,16.19,71.16
3408,16.34,69.22
3408,16.36,70.52
3408,16.92,72.34
3408,17.05,74.41
3408,17.32,68.88
3408,17.87,70.91
3408,18.01,72.61
3408,18.240000000000002,72.32
3409,13.41,78.11
3409,13.47,72.8
3409,13.61,74.69
3409,13.72,73.53
3409,13.8,73.045
3409,13.91,71.76
3409,14.030000000000001,72.25
3409,14.43,71.47
3409,14.47,70.42
3409,14.6,73.91
3409,14.790000000000001,70.36
3409,14.93,70.59
3409,15.66,68.29
3409,15.72,70.58
3409,15.870000000000001,69.05
3409,15.950000000000001,70.65
3409,15.98,68.81
3409,16.39,70.35
3410,10.67,88.55
3410,11.11,84.16
3410,11.3,81.92
3410,11.65,79.31
3410,11.77,77.87
3410,12.13,76.49
3410,12.32,74.64
3410,12.38,72.1
3410,12.65,72.8
3410,12.82,73.21
3410,12.9,73.51
3410,12.93,72.92
3410,12.98,74.26
3410,13.07,68.23
3410,13.280000000000001,71.42
3410,13.65,73.56
3410,13.9,73.32
3410,13.950000000000001,70.34
3410,14.36,69.5
3411,12.01,71.01
3411,12.65,67.66
3411,13.040000000000001,67.74
3411,13.73,70.74
3411,13.86,68.78
3411,13.88,66.01
3411,13.92,65.79
3411,14.030000000000001,65.7
3411,14.07,66.42
3411,14.17,66.76
3411,14.55,65.06
3411,14.61,67.84
3411,14.74,66.74
3411,14.8,66.8
3411,14.950000000000001,65.15
3411,15.05,64.75
3411,15.09,64.05
3411,15.610000000000001,66.6
3411,15.92,71.48
3411,16.11,70.625
3411,16.95,70.43
3412,12.09,78.16
3412,12.25,76.61
3412,12.4,75.82
3412,12.96,73.16
3412,13.07,74.22
3412,13.09,72.79
3412,13.24,72.89
3412,13.36,75.56
3412,13.42,75.44
3412,13.780000000000001,73.52
3412,13.93,72.78
3412,13.98,76.48
3412,14.15,74.09
3412,14.24,75.93
3412,14.280000000000001,71.26
3412,14.47,75.09
3413,10.11,86.61
3413,10.25,86.35
3413,10.84,84.05
3413,11.040000000000001,82.62
3413,11.07,78.07499999999999
3413,11.23,79.14
3413,12.15,74.19
3413,12.24,72.57
3413,12.620000000000001,71.36
3413,12.88,70.71000000000001
3413,13.16,67.555
3413,13.700000000000001,65.32
3413,13.74,65.9
3413,13.780000000000001,65.44
3413,13.870000000000001,65.89
3413,13.99,66
3413,14.030000000000001,66.41
3413,14.14,66.31
3413,14.200000000000001,66.685
3413,14.25,66.505
3413,14.33,67.89
3413,14.6,67.22
3413,14.700000000000001,64.36
3413,14.73,64.16499999999999
3413,14.780000000000001,63.42
3413,14.96,65.82
3413,15.02,65.56
3413,15.25,65.91
3413,15.33,66.92
3414,10.65,92.4
3414,10.85,83.06
3414,10.950000000000001,84.29
3414,11.41,85.43
3414,11.55,83.58
3414,11.57,84.67
3414,11.74,77.05
3414,11.89,80.08
3414,11.950000000000001,79.3
3414,11.97,77.94
3414,12.39,73.24
3414,12.43,72.34
3414,12.5,70.5
3414,12.56,70.93
3414,12.58,70.37
3414,12.76,69.86
3414,12.870000000000001,70.46
3414,12.89,70.91
3414,12.950000000000001,68.36
3414,12.97,67.67
3414,13.01,68.01
3414,13.33,67.08
3414,13.450000000000001,66.43
3414,13.48,66.69
3414,13.73,67.39
3414,14.31,66.53
3414,15.3,65.06
3414,15.44,65.6
3414,15.69,66.49
3414,15.96,68.49
3414,16.4,70.85
3414,16.76,68.17
3415,15.32,74.3
3415,15.39,76.91
3415,15.450000000000001,73.75
3415,15.620000000000001,75.26
3415,16.07,72.38
3415,16.1,71.32
3415,16.28,74.72
3415,16.330000000000002,75.5
3415,16.53,72.83
3415,17.06,72.54
3415,17.56,72.68
3415,17.62,73.265
3415,18.06,71.69
3415,18.19,73.24
3415,18.21,70.55
3415,18.330000000000002,74.78
3415,18.400000000000002,74.04
3415,18.52,73.77
3415,18.64,74.18
3415,19.1,72.28
3415,19.21,74.72
3415,19.35,75.48
3415,19.48,75.1
3415,19.580000000000002,74.51
3416,11.25,83.26
3416,11.41,78.11
3416,11.43,76.23
3416,11.56,78.36
3416,11.700000000000001,77.97
3416,12.25,71.44
3416,12.52,73.4
3416,12.540000000000001,72.68
3416,12.64,72.26
3416,12.66,69.72
3416,13.13,69.8
3416,13.27,71.67
3416,13.39,70.87
3416,13.4,71.65
3416,13.540000000000001,71.76
3416,13.69,73.9
3416,14.09,71.48
3416,14.13,68.89
3416,14.17,68.42
3416,14.290000000000001,70.84
3416,14.3,68.25
3416,14.31,68.75
3416,14.44,69.83
3417,10.450000000000001,85.92
3417,11.11,79.28
3417,11.21,79.32
3417,11.42,77.06
3417,11.5,75.01
3417,12.07,72.64
3417,12.11,72.52
3417,12.950000000000001,65.66
3417,13.07,68.33
3417,13.370000000000001,65.83
3417,13.39,66.12
3417,13.49,64.615
3417,13.56,64.24
3417,13.82,64.5
3417,13.91,63.22
3417,13.950000000000001,61.29
3417,14.08,64.43
3417,14.200000000000001,63.01
3417,14.370000000000001,62.13
3417,14.51,63.94
3417,14.55,62.11
3417,14.81,63.7
3417,15.08,63.38
3417,15.790000000000001,66.04
3417,15.950000000000001,61.735
3417,16.88,61.71
3417,17.96,64.04
3418,12.39,78.49
3418,12.56,73.42
3418,12.67,73.48
3418,12.75,74.98
3418,12.85,74.05
3418,12.950000000000001,72.16
3418,12.98,74.71
3418,13.56,71.76
3418,13.620000000000001,68.65
3418,13.67,71.1
3418,13.71,73.24
3418,13.75,70.26
3418,13.82,70.67
3418,13.98,71.45
3418,14,69.6
3418,14.48,69.5
3418,14.69,68.91
3418,14.73,67.14
3418,14.99,68.02
3418,15.48,66.06
3418,15.59,66.63
3418,15.74,67.66499999999999
3418,15.92,64.85
3418,16.01,66.91499999999999
3418,16.32,66.58
3418,16.36,63.49
3418,16.61,63.74
3418,16.67,64.205
3418,16.78,65.89
3418,16.92,65.29
3418,17.01,65.57
3418,17.45,63.53
3418,17.490000000000002,64.19
3418,17.59,67.9
3418,17.7,66.215
3418,17.76,67.47
3418,17.87,67.195
3418,17.91,65.445
3418,18.37,64.59
3418,19.37,66.44
3419,12.82,76.14
3419,12.94,75.66
3419,13.450000000000001,74.37
3419,13.51,74.7
3419,13.63,72.7
3419,13.72,69.5
3419,13.93,70.51
3419,14.01,69.13
3419,14.09,71.96
3419,14.530000000000001,67.49
3419,14.57,67.09
3419,14.700000000000001,67.54
3419,14.870000000000001,67.36
3419,15.01,68.08
3419,15.08,68.25999999999999
3419,15.39,71.8
3419,15.47,68.44
3419,15.56,66.2
3419,15.700000000000001,67.58
3419,15.72,66.57
3419,15.83,66.91
3419,16.54,65.245
3419,17.41,66.63
3419,17.44,67.1
3419,17.46,62.97
3419,17.5,67.09
3419,17.52,65.36
3419,17.69,66.10499999999999
3419,17.71,64.8
3419,17.79,65.12
3419,18,65.13
3420,10.39,109.09
3420,12.65,71.03
3420,13.5,65.42
3420,13.540000000000001,66.07
3420,13.58,66.23
3420,13.67,65.31
3420,13.73,65.75
3420,13.76,66.6
3420,13.82,65.54
3420,14.05,64.47
3420,14.5,64.46
3420,14.69,61.17
3420,14.780000000000001,63.31
3420,14.82,63.375
3420,14.92,63.7
3420,15.05,63.415000000000006
3421,11.07,113.89
3421,11.19,114.58
3421,11.32,95.89
3421,11.4,92.48
3421,11.47,88.39
3421,11.51,87.35
3421,11.700000000000001,83.18
3421,12.07,79.27
3421,12.15,80.97
3421,12.18,79.22
3421,12.38,75.41
3421,12.58,71.94
3421,12.59,72.32
3421,13.06,72.52
3421,13.18,70.52
3421,13.22,70.2
3421,13.32,70.16
3421,13.35,69.095
3421,13.39,70.12
3421,13.43,71.74
3421,13.64,71.35
3421,13.700000000000001,68.82
3421,14.06,69.5
3421,14.18,65.23
3421,14.22,65.585
3421,14.25,65.64
3421,14.33,64.455
3421,14.35,67.36
3421,14.44,66.295
3421,14.540000000000001,65.295
3421,14.620000000000001,64.09
3421,14.63,66.78
3421,14.64,66.67
3421,14.73,65.12
3421,14.81,65.74
3421,15.06,66.13
3421,15.08,62.45
3421,15.17,62.63
3421,15.21,62.64
3421,15.25,62.17
3421,15.44,65.77000000000001
3421,15.5,64.05
3421,15.59,63.95
3421,15.65,64.9
3421,15.73,65.215
3421,15.81,66.11
3422,12.9,92.26
3422,13.11,88.02
3422,13.18,86.68
3422,13.26,86.26
3422,13.370000000000001,87.65
3422,13.43,88.57
3422,13.870000000000001,84.82
3422,13.97,86.7
3422,14.14,82.54
3422,14.32,83
3422,14.450000000000001,83.3
3422,14.81,79.65
3422,14.950000000000001,83.09
3422,15.18,79.28
3422,15.450000000000001,81.06
3422,16.06,82.91
3422,16.19,83.23
3422,17.080000000000002,80.88
3422,17.98,77.48
3422,18.150000000000002,80.63
3423,11.9,71.57
3423,12.280000000000001,72.76
3423,12.84,71.72
3423,13.01,69.98
3423,13.280000000000001,68.43
3423,13.780000000000001,70.54
3423,13.81,69.55
3423,14.040000000000001,66.2
3423,14.33,65.28
3423,14.39,66.92
3423,14.870000000000001,66.16
3423,15.1,64.175
3423,15.33,64.41
3423,15.41,64.105
3423,15.83,64.39
3423,16,65.14
3423,16.13,64.89
3423,16.15,63.97
3423,16.82,65.57
3423,17.07,64.045
3424,13.49,68.86
3424,13.950000000000001,67.64
3424,14.33,64.6
3424,14.41,67.05
3424,14.450000000000001,67.11
3424,14.48,67.06
3424,14.950000000000001,67.45
3424,15.06,67.05
3424,15.13,66.42
3424,15.21,66.25
3424,15.48,66.15
3424,16.02,64.44
3424,16.1,65.22
3424,16.4,66.8
3424,16.48,65.24000000000001
3424,16.77,66.07
3424,16.9,66.69
3424,16.92,66.23
3424,17.11,66.81
3424,17.19,68.17
3424,17.27,67.57
3425,10.790000000000001,80.05
3425,11.040000000000001,80.98
3425,11.33,76.72
3425,11.96,72.77
3425,12.13,71.29
3425,12.27,70.46
3425,12.3,69.92
3425,12.96,65.84
3425,12.99,66.34
3425,13.34,65.05
3425,13.42,65.39
3425,13.700000000000001,67.41
3425,13.88,63.93
3425,14.01,65.64
3425,14.030000000000001,65.61
3425,14.09,64.42
3425,14.13,63.94
3425,14.38,63.81
3425,14.700000000000001,64.72
3425,14.84,62.665
3425,14.870000000000001,61.68
3425,14.97,62.39
3425,15.01,63.685
3425,15.07,63.59
3425,15.08,63.36
3425,15.120000000000001,63.209999999999994
3425,15.35,63.985
3425,15.43,62.05
3425,15.46,62.1
3425,15.790000000000001,62.7
3425,15.83,62.085
3425,15.870000000000001,60.23
3425,16.01,63.16
3425,16.080000000000002,63.754999999999995
3425,16.12,62.15
3425,16.43,62.6
3426,11.06,108.57
3426,11.33,106.24
3426,11.36,113.49
3426,11.4,106.21
3426,11.44,103.97
3426,11.58,100.16
3426,11.98,97.07
3426,12.02,102.96
3426,12.09,96.91
3426,12.24,99.43
3426,12.27,92.82
3426,12.36,92.87
3426,12.44,95.51
3426,12.530000000000001,92.79
3426,12.55,89.31
3426,12.98,90.72
3426,13.01,93.89
3426,13.09,91.68
3426,13.47,89.86
3426,13.55,86.49
3426,13.620000000000001,86.76
3426,13.950000000000001,88.38
3426,13.99,98.36
3426,14.09,85.58
3426,14.3,86.78
3426,14.620000000000001,83.88
3426,15.450000000000001,86.13
3427,11.67,82.86
3427,11.86,76.66
3427,12.02,73.48
3427,12.11,74.89
3427,12.21,74.94
3427,12.67,70.02
3427,12.86,69.09
3427,13.030000000000001,67.86
3427,13.200000000000001,70.37
3427,13.99,66.45
3427,14.26,64.505
3427,14.64,66.65
3427,14.950000000000001,66.92
3427,15.22,66.22
3427,15.68,65.47
3427,16.01,65.11
3427,16.68,68.18
3427,17.71,67.01
3428,10.35,77.5
3428,11.59,70.76
3428,11.790000000000001,68.29
3428,11.84,68.2
3428,11.88,65.35
3428,12.57,67.4
3428,13.56,68.08
3428,15.35,63.91
3428,15.47,64.17
3428,15.5,65.75
3428,15.73,63.89
3428,15.77,64.47
3428,15.790000000000001,63.66
3428,16.31,63.42
3428,16.35,64.02
3428,16.46,65.41
3428,16.52,64.54
3429,11.59,85.68
3429,12.34,74.52
3429,12.36,75.26
3429,12.47,73.86
3429,12.55,75.15
3429,12.64,73.32
3429,12.76,73.08
3429,13.36,72.63
3429,13.51,73.63
3429,13.55,70.52
3429,13.780000000000001,74.15
3429,13.8,72.61
3429,14.24,70.67
3429,14.280000000000001,71.75
3429,14.48,72.87
3429,14.530000000000001,70.43
3429,14.76,74.74
3429,14.790000000000001,72.74
3429,15.27,71.52
3429,15.39,73.17
3429,15.540000000000001,71.36
3429,16.19,71.6
3429,16.52,73.54
3430,13,71.97
3430,13.06,70.38
3430,13.14,69.43
3430,13.450000000000001,68.07
3430,13.48,69.81
3430,13.540000000000001,65.945
3430,13.620000000000001,68.01
3430,13.66,69.55
3430,13.69,69.78
3430,14.02,67.04499999999999
3430,14.1,67.805
3430,14.27,66.89
3430,14.44,65.495
3430,14.52,66.69
3430,14.56,70.4
3430,14.69,67.43
3430,15.02,65.5
3430,15.13,66.135
3430,15.23,67.50999999999999
3430,15.27,68.59
3430,15.3,66.535
3430,15.42,67.34
3430,15.610000000000001,69.67
3430,15.65,70.49
3430,15.69,69.69
3430,16.05,68.82
3430,16.11,66.16
3430,16.28,67.62
3430,16.34,69.46
3430,16.38,69.35
3430,16.67,68.38
3430,17.55,66.18
3431,12.950000000000001,71.19
3431,13.870000000000001,73.14
3431,14.450000000000001,69.58
3431,14.99,68.75
3431,15.18,69.57
3431,15.27,69.9
3431,15.31,68.3
3431,15.33,70.38
3431,15.43,68.96
3431,15.58,69.87
3431,15.870000000000001,67.32
3431,15.96,70.93
3431,16.19,70.29
3431,16.98,69.15
3431,17.02,68.43
3431,17.36,68.28
3431,17.5,68.69
3431,17.98,67.94
3431,18.44,70.03
3431,18.5,68.35
3431,18.52,66.14
3431,18.98,70.14
3432,11.96,80.45
3432,12.870000000000001,69.73
3432,13.02,70.99
3432,13.280000000000001,70.16
3432,13.36,71.09
3432,13.4,68.65
3432,13.42,71.35499999999999
3432,13.73,71.93
3432,14.02,69.25
3432,14.09,69.26
3432,14.11,70.29
3432,14.26,68.99
3432,14.38,67.33
3432,14.42,70.83500000000001
3432,15.72,69.7
3432,16.28,69.02
3433,11.370000000000001,84.03
3433,11.68,78.66
3433,11.72,78.99
3433,11.88,79.78
3433,11.89,78.46
3433,11.93,80.79
3433,11.97,79.5
3433,12.66,74.5
3433,12.89,73.05
3433,12.92,77.27
3433,13,74.63
3433,13.02,70.85
3433,13.370000000000001,70.95
3433,13.42,71.75
3433,13.6,71.97
3433,13.75,70.1
3433,13.77,70.49
3433,13.96,71.36
3433,14.42,71.59
3433,14.46,71.57
3433,14.56,71.84
3433,14.780000000000001,72.46
3433,14.86,71.68
3433,14.92,72.27
3433,14.98,72.87
3433,16.38,68.72
3433,16.42,68.59
3433,16.78,68.43
3433,16.93,71.9
3434,10.66,87.475
3434,11.92,81.05
3434,12,79.83
3434,12.09,80.76
3434,12.1,81.16
3434,12.67,75.94
3434,12.76,76.63
3434,12.92,73.18
3434,13,73.64
3434,13.17,74.17
3434,13.22,75.72
3434,13.23,75.02
3434,13.67,72.84
3434,13.82,76.45
3434,13.97,75.1
3434,14.19,72.45
3434,14.22,73.8
3434,14.59,73.52
3434,15.030000000000001,74.07
3435,11.75,89.23
3435,11.91,97.59
3435,12.040000000000001,87.68
3435,12.42,86.91
3435,12.75,83.63
3435,12.870000000000001,83.53
3435,12.92,82.87
3435,13.120000000000001,79.67
3435,13.75,80.84
3435,13.86,78.59
3435,13.92,77.71
3435,14,79.58
3435,14.13,81.51
3435,14.38,80.71
3435,14.75,79.04
3435,15.05,77.33
3435,15.17,77.78
3435,15.34,78.85
3435,15.74,76.75
3435,15.85,74.84
3435,15.92,76.07
3435,16.26,80.45
3435,16.85,76.57
3436,11.3,81.6
3436,11.42,79.53
3436,11.84,77.65
3436,11.9,78.135
3436,12.15,73.9
3436,12.27,77.08
3436,12.280000000000001,73.87
3436,12.34,73.09
3436,12.36,72.06
3436,12.38,74.87
3436,12.46,74.1
3436,12.8,70.45
3436,12.84,70.91
3436,13.01,69.58
3436,13.15,69.225
3436,13.26,67.98
3436,13.32,69.11
3436,13.38,71.265
3437,10.14,90.76
3437,10.41,84.12
3437,10.6,81.605
3437,11.31,77.5
3437,11.56,74.56
3437,11.6,72.92
3437,11.67,71.94
3437,12.14,70.02
3437,12.27,71.15
3437,12.56,69.49
3437,12.64,72.145
3437,13,72.07
3437,13.120000000000001,70.59
3437,13.15,69.57
3437,13.19,70.67
3437,13.36,73.37
3437,13.48,70.41
3437,13.61,71.02
3437,13.63,69.62
3437,13.65,70.67
3437,13.67,69.57
3437,13.99,68.41
3437,14.55,70.4
3437,14.57,68.94
3437,14.63,69.34
3437,14.65,68.56
3437,15.13,69.01
3437,15.15,68.55
3437,15.19,67.95
3437,15.32,69.15
3437,15.450000000000001,67.87
3437,15.65,66.49
3437,15.67,66.76
3437,15.99,68.13
3437,16.13,65.16
3437,16.15,65.58
3437,16.18,63.67
3437,16.32,66.78
3437,16.35,67.45
3437,16.47,64.44
3437,16.61,65.37
3437,16.64,67.565
3437,16.68,66.52
3438,15.200000000000001,69.78
3438,15.34,72.22
3438,15.72,74.43
3438,16.32,70.2
3438,16.41,71.09
3438,16.740000000000002,72.88
3438,17.12,70.04
3438,17.18,70.18
3438,17.57,68.11
3438,17.72,68.05
